id_registro,id_maquina,planta,modelo_equipo,turno,antiguedad_meses,horas_operacion,n_mantenimientos_previos,temperatura_c,vibracion_mm_s,presion_bar,consumo_kwh,costo_reparacion_usd,fallo
3159,MQ-0116,Sur,XR-200,mañana,37.0,5280.0,3,66.66,2.079,5.91,491.3,,0
3837,MQ-0126,Norte,XR-200,noche,45.0,9788.0,1,64.81,,6.19,602.2,,0
220,MQ-0038,Oeste,bm500,mañana,21.0,2485.0,2,69.12,1.799,5.52,430.4,,0
3523,MQ-0001,Norte,XR-350,tarde,35.0,4772.0,2,67.69,1.679,6.55,613.5,,0
885,MQ-0156,Oeste,TL-120,mañana,68.0,12855.0,3,73.54,2.565,6.35,701.5,,0
1403,MQ-0019,Sur,XR-200,mañana,71.0,12313.0,3,83.74,2.399,5.36,754.8,,0
1001,MQ-0156,Norte,tl90,tarde,10.0,50.0,0,80.92,1.756,6.23,546.5,,0
579,MQ-0080,Norte,XR-200,tarde,33.0,4063.0,2,62.97,3.966,6.53,374.3,,0
1255,MQ-0128,Norte, TL-90 ,mañana,6.0,2611.0,0,77.82,1.416,6.02,505.0,,0
1719,MQ-0018,Este,TL-90,tarde,29.0,5466.0,3,69.15,2.111,6.37,452.4,,0
963,MQ-0101,Sur,XR-200,mañana,18.0,2206.0,1,62.54,1.561,4.97,366.0,,0
533,MQ-0116,Sur,XR-200,tarde,32.0,2933.0,1,67.22,0.731,5.87,463.3,,0
808,MQ-0141,Oeste,TL-90,noche,61.0,8781.0,1,85.61,2.93,6.02,712.6,,0
653,MQ-0027,Norte,BM-500,noche,61.0,8717.0,4,62.21,,5.67,578.0,,0
1609,MQ-0094,Sur,TL-120,mañana,20.0,4654.0,0,76.88,7.686,6.75,,6576.01,1
2115,MQ-0130,Este,TL-90,mañana,39.0,7880.0,1,65.15,2.43,6.21,482.8,,0
3792,MQ-0122,Sur,XR-350,mañana,51.0,8966.0,3,85.85,2.502,6.12,726.3,,0
1691,MQ-0019,Sur, TL-90 ,mañana,20.0,4346.0,0,83.3,,6.39,615.6,3719.11,1
373,MQ-0071,Oeste,tl90,mañana,71.0,10897.0,6,71.99,1.923,6.18,,,0
2447,MQ-0099,Sur,XR-350,mañana,20.0,5033.0,0,60.82,1.15,5.91,,,0
3830,MQ-0141,Este,tl120,tarde,23.0,4168.0,0,62.06,1.59,6.13,408.0,,0
1777,MQ-0022,Norte,XR-200,mañana,55.0,6063.0,1,83.89,2.214,7.52,676.2,,0
2548,MQ-0032,Norte,TL-90,mañana,52.0,10572.0,2,86.27,2.33,7.22,794.9,,0
2461,MQ-0051,Norte,XR-200,mañana,22.0,4958.0,3,67.58,1.576,6.26,526.3,,0
260,MQ-0111,Sur,TL-90,mañana,57.0,10113.0,2,83.8,1.131,5.96,794.4,,0
3183,MQ-0141,Oeste,TL-90,noche,20.0,3665.0,1,81.3,,6.44,486.9,5109.08,1
2556,MQ-0099,Este,XR-200,mañana,121.0,22544.0,6,64.52,1.995,5.82,856.7,,0
2137,MQ-0036,Este,XR 200,mañana,58.0,10070.0,1,88.05,3.111,6.31,721.3,,0
1147,MQ-0120,Este,XR-200,tarde,48.0,7867.0,3,83.43,2.091,6.2,700.1,,0
3687,MQ-0011,Sur,XR-350,tarde,35.0,4357.0,0,66.69,1.205,6.67,527.3,,0
306,MQ-0021,Norte,TL-90,tarde,84.0,12156.0,5,62.33,1.254,-1.0,742.2,,0
2386,MQ-0143,Este,xr200,mañana,25.0,50.0,0,61.55,1.239,6.07,,,0
3757,MQ-0135,Norte,XR-350,noche,30.0,4046.0,2,80.48,,6.07,631.1,,0
2668,MQ-0130,Sur,TL-90,noche,33.0,5231.0,1,81.3,1.564,6.19,,,0
1410,MQ-0081,Este,BM-500,tarde,63.0,9019.0,0,68.53,1.204,7.27,604.9,,0
3388,MQ-0082,Este,XR-200,mañana,92.0,13530.0,4,67.61,1.915,6.47,681.5,,0
1437,MQ-0172,Este,TL-90,tarde,9.0,2301.0,0,85.31,1.198,6.95,593.0,,0
2554,MQ-0077,Sur,XR-200,tarde,37.0,9465.0,2,66.73,1.204,5.26,612.8,,0
3172,MQ-0085,Oeste,TL-120,mañana,77.0,10856.0,5,63.6,1.366,5.31,609.2,,0
2281,MQ-0008,Sur,XR-350,mañana,71.0,10398.0,6,85.91,1.982,5.55,812.2,,0
3705,MQ-0161,Oeste,TL-90,mañana,90.0,14674.0,4,69.8,0.923,5.62,756.8,,0
639,MQ-0098,Sur,XR-350,noche,32.0,2643.0,2,81.43,,6.53,529.3,,0
76,MQ-0126,Sur,TL-90,tarde,29.0,4403.0,2,66.72,0.809,5.62,460.0,,0
1282,MQ-0026,Este,XR-200,mañana,73.0,9665.0,2,63.88,0.598,6.26,564.6,,0
3968,MQ-0171,Norte,TL-90,mañana,39.0,8196.0,3,81.93,3.032,6.16,673.9,,0
2557,MQ-0078,Sur,BM-500,mañana,29.0,3986.0,1,82.47,0.526,6.32,596.0,,0
230,MQ-0129,Sur,BM-500,mañana,72.0,13344.0,5,68.88,1.863,6.44,687.0,,0
2162,MQ-0168,Norte,XR-200,tarde,40.0,7314.0,4,999.0,2.253,6.06,690.4,,0
1172,MQ-0099,Sur,XR-200,mañana,39.0,8420.0,1,63.63,1.002,6.74,,,0
1545,MQ-0110,Norte,TL-120,tarde,87.0,13917.0,7,64.63,1.046,6.95,587.2,2013.36,1
2686,MQ-0072,Norte,TL-90,mañana,28.0,7051.0,1,62.13,1.252,6.2,520.2,,0
1344,MQ-0084,Sur,XR-200,mañana,80.0,12735.0,4,66.25,1.494,6.85,701.2,,0
1848,MQ-0046,Oeste,TL-120,noche,81.0,13379.0,7,69.61,1.522,6.01,630.3,5362.35,1
357,MQ-0148,Norte,XR-200,noche,39.0,6157.0,3,63.86,1.574,6.48,547.3,,0
799,MQ-0009,Norte,TL-120,mañana,18.0,2413.0,2,66.84,1.35,6.38,500.0,,0
787,MQ-0122,Oeste,TL-120,noche,36.0,5487.0,4,65.12,,5.61,419.4,,0
1152,MQ-0143,Norte,TL-90,tarde,26.0,2802.0,0,63.35,0.911,6.27,444.5,,0
493,MQ-0114,Sur,BM 500,tarde,75.0,14482.0,6,66.96,1.138,7.12,754.5,,0
1129,MQ-0159,Oeste,TL-90,tarde,31.0,6704.0,3,63.77,2.842,6.55,554.8,,0
746,MQ-0021,Norte,XR-200,noche,15.0,3306.0,0,69.26,,6.05,570.3,,0
3198,MQ-0059,Este,XR-200,tarde,20.0,4842.0,1,65.76,3.982,5.67,506.2,,0
738,MQ-0098,Norte,bm500,mañana,73.0,11818.0,1,67.21,2.223,6.24,631.1,,0
736,MQ-0094,Sur,XR-350,mañana,36.0,8112.0,1,83.22,2.522,5.69,704.6,,0
1211,MQ-0142,Sur,XR-200,tarde,22.0,1881.0,0,73.49,1.66,7.25,437.3,,0
4213,MQ-0009,Sur,TL-90,mañana,22.0,50.0,1,67.76,1.524,5.41,357.5,,0
2277,MQ-0154,Oeste,TL-90,noche,42.0,7281.0,1,64.77,1.737,5.74,595.8,,0
2994,MQ-0164,Norte,XR-350,tarde,27.0,2477.0,0,59.84,1.518,6.21,346.6,,0
802,MQ-0164,Oeste, TL-90 ,noche,50.0,6554.0,3,66.95,,6.46,552.1,,0
2970,MQ-0149,Norte,BM-500,tarde,36.0,6090.0,0,59.37,1.733,6.82,567.4,,0
1116,MQ-0155,Sur,xr200,tarde,21.0,3042.0,3,82.04,2.304,5.31,554.4,,0
4125,MQ-0007,Norte,bm500,mañana,51.0,12109.0,4,68.84,2.282,6.25,770.7,,0
540,MQ-0127,Oeste,TL-120,mañana,18.0,783.0,1,82.34,1.649,6.73,491.5,,0
3017,MQ-0157,Este,BM 500,noche,64.0,10611.0,3,79.48,,6.51,715.0,,0
214,MQ-0086,Norte,XR-200,mañana,34.0,7252.0,0,77.66,1.446,6.43,718.1,,0
3176,MQ-0045,Sur,TL-90,tarde,57.0,8743.0,4,80.94,1.355,7.77,642.0,,0
3250,MQ-0139,Norte,XR 200,noche,70.0,15299.0,4,76.37,1.411,6.56,760.3,,0
2697,MQ-0130,Oeste,BM-500,noche,17.0,3186.0,1,79.02,,5.26,586.5,,0
638,MQ-0084,Norte,TL-120,noche,47.0,9428.0,1,84.99,,7.89,693.4,,0
2646,MQ-0075,Sur,XR-350,mañana,30.0,4147.0,2,58.91,1.07,6.25,421.1,,0
63,MQ-0004,Norte,xr200,mañana,63.0,12856.0,4,81.68,1.947,5.85,808.3,,0
2884,MQ-0161,Sur,XR-200,noche,13.0,1599.0,1,87.29,2.502,6.3,637.5,,0
1936,MQ-0101,Norte,TL 120,mañana,39.0,4276.0,0,,1.084,6.63,,,0
1114,MQ-0159,Sur,xr350,mañana,15.0,3742.0,2,66.01,2.683,6.78,403.0,,0
2527,MQ-0136,Norte,TL-120,tarde,28.0,4574.0,4,64.63,3.124,6.68,413.5,,0
3120,MQ-0065,Norte,TL-90,mañana,28.0,3580.0,3,88.65,,5.09,569.3,2115.09,1
3024,MQ-0039,Norte,XR-200,tarde,43.0,8243.0,1,67.66,2.292,7.12,525.8,,0
3216,MQ-0096,Oeste, XR-350 ,tarde,50.0,6484.0,2,,1.759,6.4,484.4,,0
3758,MQ-0168,Oeste,BM-500,tarde,40.0,5585.0,1,77.46,1.124,7.1,597.7,,0
1872,MQ-0071,Sur,XR-200,noche,100.0,1068000.0,5,73.63,2.135,7.73,732.2,,0
1043,MQ-0161,Este,TL-120,mañana,70.0,10469.0,6,85.7,4.56,6.11,663.4,5466.53,1
4210,MQ-0132,Sur,BM-500,tarde,58.0,4943.0,6,86.09,1.062,6.87,692.5,4599.24,1
3054,MQ-0032,Este,TL-90,tarde,107.0,16163.0,3,78.1,1.34,6.23,818.3,,0
3630,MQ-0151,Oeste,TL-90,noche,84.0,16165.0,0,69.17,,5.65,806.6,,0
361,MQ-0084,Este,TL-120,tarde,92.0,11067.0,4,63.92,2.171,6.0,566.0,,0
532,MQ-0018,Este,XR-200,noche,37.0,4353.0,4,59.51,,7.14,401.7,,0
379,MQ-0116,Sur,xr350,noche,17.0,6698.0,1,84.02,,6.74,626.1,,0
1850,MQ-0063,Sur,tl120,tarde,12.0,2840.0,0,62.28,1.572,6.38,402.8,,0
1016,MQ-0037,Sur,TL-90,tarde,56.0,7509.0,1,85.88,1.573,5.47,756.0,,0
2130,MQ-0007,Norte,tl120,mañana,66.0,11793.0,2,83.72,1.276,5.43,647.5,,0
2974,MQ-0064,Este,XR-350,mañana,68.0,6386.0,4,84.35,1.598,4.93,706.3,,0
157,MQ-0004,Norte,XR-200,mañana,92.0,15893.0,5,81.92,1.331,6.18,856.7,,0
2428,MQ-0030,Sur,XR-200,noche,42.0,8175.0,1,81.76,1.611,6.21,714.7,,0
3076,MQ-0121,Norte,XR-200,noche,32.0,4567.0,1,65.47,1.147,7.48,527.4,,0
659,MQ-0043,Este,TL 90,mañana,45.0,4891.0,3,84.69,1.795,6.28,596.5,,0
2787,MQ-0137,Sur,TL-90,mañana,16.0,1782.0,1,80.76,2.404,5.98,545.4,,0
2133,MQ-0121,Sur,tl120,tarde,50.0,7412.0,3,75.37,1.834,5.82,629.0,,0
2190,MQ-0144,Norte,XR-200,tarde,29.0,3704.0,0,74.62,9.966,6.96,,3538.88,1
1429,MQ-0109,Oeste,XR-350,tarde,42.0,6048.0,2,87.46,1.149,6.59,640.0,,0
3132,MQ-0168,Norte,XR-200,tarde,30.0,6971.0,3,56.58,1.159,5.36,518.5,,0
893,MQ-0112,Oeste,XR 200,tarde,79.0,11639.0,6,61.45,2.323,5.93,662.2,,0
3636,MQ-0074,Este,BM-500,tarde,68.0,15902.0,6,79.05,1.456,6.58,815.0,,0
749,MQ-0006,Norte,XR-350,tarde,74.0,10824.0,4,78.33,1.885,4.7,707.8,,0
2754,MQ-0017,Sur,xr350,tarde,26.0,1482.0,1,63.14,,6.26,436.8,,0
2624,MQ-0055,Norte,XR-200,noche,37.0,6334.0,2,82.81,3.435,5.9,651.3,,0
896,MQ-0089,Norte,TL-90,tarde,50.0,7241.0,1,81.65,,5.5,540.1,,0
2987,MQ-0174,Este,BM-500,mañana,9.0,50.0,0,77.57,1.169,6.62,419.0,,0
434,MQ-0004,Sur,TL-90,tarde,36.0,3668.0,1,65.85,6.484,7.65,459.3,1764.99,1
2051,MQ-0022,Norte,TL-90,tarde,67.0,11049.0,4,72.11,2.583,5.84,657.3,,0
1470,MQ-0038,Este,XR-200,mañana,83.0,15118.0,6,82.33,1.101,7.5,821.3,,0
2887,MQ-0030,Este,TL-90,mañana,29.0,2490.0,2,82.48,2.035,6.44,543.6,,0
1626,MQ-0158,Oeste,XR-350,tarde,14.0,50.0,0,,2.0,6.6,452.6,1633.3,1
2660,MQ-0134,Norte,TL-120,mañana,41.0,3967.0,0,67.48,0.797,5.45,439.4,,0
3907,MQ-0135,Este,XR-200,noche,53.0,8876.0,5,66.24,1.745,5.55,,,0
2828,MQ-0053,Norte,XR-200,mañana,30.0,6593.0,3,61.92,2.21,6.58,527.3,,0
3281,MQ-0121,Norte,XR 200,tarde,39.0,10811.0,2,62.8,1.716,6.39,465.1,,0
2572,MQ-0014,Sur,TL-90,tarde,63.0,10864.0,2,59.48,1.407,6.17,591.0,,0
3986,MQ-0118,Sur,BM-500,tarde,10.0,3585.0,1,78.41,1.069,5.12,544.6,,0
623,MQ-0088,Sur,TL-90,mañana,11.0,2092.0,0,87.15,1.816,5.74,628.5,,0
2747,MQ-0141,Oeste,XR-200,tarde,57.0,10301.0,2,58.7,3.396,6.24,565.2,,0
401,MQ-0068,Norte,BM 500,noche,20.0,2457.0,1,81.56,1.133,5.33,597.1,,0
663,MQ-0171,Norte,XR 350,mañana,35.0,9661.0,1,61.38,1.797,5.88,546.5,,0
515,MQ-0091,Norte,XR-200,tarde,31.0,5487.0,2,55.8,1.393,6.88,514.1,,0
3390,MQ-0163,Este,BM-500,tarde,37.0,1915.0,0,69.14,3.748,7.29,469.2,,0
417,MQ-0033,Sur,TL 120,tarde,62.0,12104.0,1,67.8,2.616,6.92,628.8,,0
2348,MQ-0142,Oeste,XR-200,noche,20.0,2652.0,3,58.77,1.657,5.27,446.0,,0
2262,MQ-0005,Norte, TL-90 ,tarde,24.0,4470.0,3,78.11,2.012,7.61,659.2,,0
3,MQ-0180,Norte,TL-120,noche,56.0,9004.0,3,61.56,,5.97,489.8,,0
1846,MQ-0056,Norte,xr200,noche,20.0,2699.0,1,65.97,,6.21,460.2,,0
1426,MQ-0093,Sur,TL-120,tarde,35.0,8576.0,3,63.87,1.296,5.68,551.5,,0
359,MQ-0126,Sur,XR-350,mañana,52.0,7903.0,2,85.06,3.351,6.27,733.3,,0
4044,MQ-0114,Oeste,tl120,noche,46.0,10482.0,0,92.4,8.414,4.54,645.5,2560.32,1
3083,MQ-0052,Oeste,TL-90,noche,4.0,2057.0,0,68.57,2.334,6.63,515.5,,0
790,MQ-0009,Sur,TL-90,mañana,41.0,9834.0,1,63.86,1.752,6.18,521.9,,0
3113,MQ-0044,Norte,XR 200,mañana,41.0,5437.0,1,69.09,1.249,6.06,495.9,,0
371,MQ-0159,Sur,XR 200,noche,27.0,3609.0,1,67.89,1.677,6.66,557.9,,0
934,MQ-0160,Este,XR-200,mañana,53.0,9503.0,2,68.26,3.529,6.86,619.0,,0
1963,MQ-0177,Sur,BM-500,mañana,40.0,7274.0,2,82.2,2.365,6.24,630.3,,0
31,MQ-0002,Norte,tl90,tarde,45.0,7524.0,1,66.06,1.515,5.96,529.1,,0
1523,MQ-0088,Este,XR-200,mañana,57.0,9064.0,5,68.97,1.587,5.44,679.5,,0
3264,MQ-0108,Oeste,TL-90,tarde,19.0,1688.0,1,62.48,2.775,5.38,509.7,,0
329,MQ-0122,Este,TL 90,noche,42.0,11107.0,2,64.11,3.954,6.11,618.5,,0
2995,MQ-0090,Oeste,tl90,noche,21.0,1293.0,0,80.11,,-1.0,499.4,,0
1479,MQ-0082,Este,xr200,mañana,18.0,3156.0,0,62.05,1.928,6.79,478.9,,0
314,MQ-0001,Este,TL-90,tarde,22.0,50.0,0,82.1,1.881,5.93,388.1,,0
1342,MQ-0053,Oeste,TL-90,mañana,36.0,4581.0,0,81.64,1.019,6.42,,,0
1698,MQ-0073,Sur,xr350,noche,19.0,3201.0,0,64.7,1.656,5.6,498.6,,0
1109,MQ-0152,Sur,XR-350,tarde,69.0,14751.0,4,84.57,1.146,5.16,,3713.2,1
1735,MQ-0036,Sur,xr200,noche,20.0,1179.0,2,67.67,1.477,7.69,,,0
450,MQ-0051,Este,XR-350,mañana,35.0,3139.0,1,66.35,2.207,7.0,464.8,,0
872,MQ-0058,Este,TL-120,mañana,18.0,3529.0,1,66.5,3.273,7.43,432.2,,0
3860,MQ-0043,Norte,BM-500,tarde,74.0,14273.0,3,71.43,0.76,5.57,781.0,,0
416,MQ-0141,Sur,XR-200,tarde,45.0,7589.0,4,80.65,1.484,7.27,698.1,,0
1628,MQ-0006,Norte,TL 120,tarde,49.0,11669.0,1,65.64,1.883,5.63,565.7,,0
3593,MQ-0099,Este,XR-200,mañana,10.0,50.0,0,65.35,0.825,6.58,440.3,,0
413,MQ-0085,Este,TL-120,mañana,13.0,750.0,1,70.98,1.611,5.0,463.5,,0
3410,MQ-0042,Sur,XR-350,mañana,13.0,2974.0,0,82.65,2.076,6.13,567.9,,0
904,MQ-0122,Norte,xr200,tarde,23.0,4301.0,1,61.4,1.345,7.44,501.3,,0
2075,MQ-0123,Oeste,XR-200,noche,39.0,6357.0,0,85.4,,6.68,676.1,,0
1794,MQ-0093,Norte,TL-120,mañana,22.0,4568.0,1,63.35,1.17,5.8,418.9,,0
1725,MQ-0003,Oeste,XR-350,mañana,57.0,9202.0,3,82.07,1.208,6.03,639.9,,0
96,MQ-0095,Norte,XR-350,tarde,8.0,50.0,0,84.6,2.203,6.11,482.3,,0
378,MQ-0001,Norte,XR-350,noche,54.0,7210.0,1,86.55,,5.65,608.7,,0
2736,MQ-0058,Sur,XR-200,noche,22.0,1305.0,1,67.28,,5.61,416.5,,0
2860,MQ-0176,Oeste,XR-350,noche,24.0,5219.0,2,87.35,2.276,4.96,603.5,,0
1560,MQ-0111,Norte,XR 350,noche,50.0,8055.0,3,68.53,,6.61,656.5,,0
649,MQ-0128,Norte,XR-350,tarde,89.0,11867.0,6,80.4,1.182,7.04,696.5,,0
1546,MQ-0171,Sur,TL-90,mañana,34.0,3048.0,3,64.0,1.391,5.85,495.7,,0
1063,MQ-0171,Este,TL-90,mañana,33.0,4428.0,0,63.15,1.229,5.97,509.1,,0
2163,MQ-0179,Norte,XR-350,noche,67.0,12458.0,6,66.94,1.063,5.75,622.6,,0
2915,MQ-0051,Este,TL-120,mañana,49.0,2758.0,2,60.64,1.396,5.98,328.2,,0
4143,MQ-0002,Sur,TL-90,mañana,66.0,10634.0,3,63.5,1.829,6.82,689.5,,0
2999,MQ-0018,Sur,XR-200,mañana,45.0,7537.0,1,58.72,2.678,6.28,,,0
2652,MQ-0084,Norte,TL-90,tarde,16.0,5160.0,1,78.27,2.139,5.46,557.1,,0
654,MQ-0117,Norte,bm500,mañana,36.0,4504.0,4,64.93,2.061,6.08,471.4,,0
2738,MQ-0048,Norte,tl90,mañana,34.0,7914.0,2,,1.153,5.83,665.9,,0
3706,MQ-0151,Norte,XR-350,tarde,39.0,8203.0,0,67.1,1.093,6.83,599.8,,0
29,MQ-0033,Norte,XR-350,mañana,23.0,1947.0,0,87.38,1.26,6.32,638.6,,0
363,MQ-0174,Norte,XR-350,tarde,5.0,50.0,0,68.89,2.162,6.03,401.6,,0
563,MQ-0057,Sur,XR-350,mañana,57.0,7465.0,1,64.02,1.974,6.07,491.9,,0
3314,MQ-0097,Este,TL-90,noche,68.0,10780.0,5,66.28,3.067,5.95,528.7,,0
4073,MQ-0091,Sur,TL-120,noche,39.0,7044.0,1,79.11,1.695,6.52,697.3,,0
585,MQ-0045,Norte,xr350,mañana,32.0,1853.0,1,67.06,0.794,5.04,442.9,,0
346,MQ-0142,Sur,XR-350,noche,38.0,8115.0,1,74.84,2.288,6.22,529.9,2775.95,1
3532,MQ-0035,Sur, TL-90 ,mañana,37.0,9277.0,2,80.33,1.948,5.84,626.6,,0
3430,MQ-0048,Sur,XR-200,tarde,45.0,4053.0,2,70.76,1.025,6.95,507.6,,0
620,MQ-0049,Sur,xr200,mañana,38.0,5010.0,1,65.07,2.044,6.88,416.0,,0
487,MQ-0126,Este,XR 350,noche,-47.0,7758.0,2,57.72,1.214,5.6,501.3,,0
1559,MQ-0158,Norte,xr200,tarde,74.0,10521.0,0,63.03,1.866,6.76,643.2,,0
3604,MQ-0065,Norte,TL-90,noche,30.0,5784.0,1,81.0,,7.02,,,0
2453,MQ-0096,Norte,BM-500,tarde,50.0,5615.0,5,63.01,2.248,5.69,520.9,,0
3211,MQ-0152,Oeste,tl120,mañana,41.0,7279.0,1,66.27,1.726,6.36,586.9,3006.95,1
4041,MQ-0017,Norte,XR-200,noche,54.0,8832.0,1,71.14,3.299,6.31,551.6,4297.84,1
110,MQ-0096,Norte,TL-90,tarde,33.0,6754.0,1,85.06,1.246,7.38,679.5,,0
842,MQ-0121,Este,TL-120,noche,91.0,17329.0,2,65.99,,6.78,612.0,,0
935,MQ-0151,Sur,XR-350,noche,35.0,5345.0,2,63.62,1.707,6.38,507.3,,0
2421,MQ-0100,Sur,XR-350,mañana,17.0,2562.0,0,67.28,1.601,6.16,516.1,,0
1676,MQ-0158,Norte,XR-350,mañana,41.0,6192.0,3,67.09,1.868,6.97,556.3,,0
2866,MQ-0146,Norte,tl90,mañana,24.0,4430.0,1,65.86,2.225,7.41,,,0
2265,MQ-0056,Norte,BM-500,tarde,66.0,12029.0,5,83.22,1.473,6.23,,,0
1754,MQ-0095,Este,XR-200,mañana,57.0,9441.0,2,64.9,1.88,6.97,518.3,,0
2899,MQ-0154,Sur,TL-120,tarde,28.0,10601.0,2,61.36,2.338,5.55,555.3,,0
3095,MQ-0039,Oeste,TL-120,mañana,34.0,9373.0,3,80.8,2.123,5.69,708.9,,0
290,MQ-0156,Norte,XR-200,tarde,32.0,3842.0,1,64.91,3.371,6.78,472.2,,0
2423,MQ-0083,Este,BM 500,mañana,35.0,3494.0,1,68.29,1.403,6.66,405.4,,0
2289,MQ-0006,Sur,XR 200,tarde,15.0,2732.0,0,57.16,,5.76,348.8,4790.79,1
2246,MQ-0014,Sur,XR-200,mañana,31.0,5186.0,1,71.5,1.605,6.0,473.9,,0
768,MQ-0091,Oeste,XR-200,noche,31.0,6214.0,4,61.99,,6.93,422.2,5445.43,1
2519,MQ-0025,Oeste,XR-200,tarde,49.0,7079.0,5,77.83,2.205,5.14,618.1,,0
2507,MQ-0154,Norte,TL-90,mañana,25.0,4361.0,2,67.46,1.428,5.9,444.0,,0
1407,MQ-0076,Oeste,XR-200,tarde,35.0,3953.0,1,62.32,1.636,5.99,558.7,,0
1262,MQ-0135,Norte,XR-350,mañana,51.0,7753.0,0,66.29,2.127,6.67,543.7,,0
4185,MQ-0115,Oeste, XR-200 ,mañana,13.0,2053.0,0,62.57,3.085,6.84,312.6,,0
480,MQ-0160,Sur,TL-120,mañana,42.0,7355.0,2,75.56,2.595,6.04,642.4,,0
3576,MQ-0073,Norte,XR-350,tarde,52.0,9763.0,4,65.71,0.806,6.03,585.2,,0
1105,MQ-0178,Norte,xr350,noche,36.0,5219.0,2,70.96,5.381,6.61,588.4,5651.36,1
3197,MQ-0090,Norte,XR-200,noche,58.0,10384.0,6,67.17,1.864,6.36,702.7,,0
3067,MQ-0040,Sur,TL-90,mañana,16.0,1416.0,0,58.34,1.025,6.98,359.6,,0
3007,MQ-0130,Este,xr200,noche,33.0,6065.0,1,83.89,3.062,6.03,656.3,,0
688,MQ-0157,Este,XR-200,tarde,14.0,2392.0,1,61.55,1.541,6.45,357.8,,0
888,MQ-0077,Este,BM-500,mañana,43.0,4876.0,2,64.1,2.628,7.17,499.4,,0
3597,MQ-0173,Sur,XR-350,tarde,47.0,5177.0,6,60.77,2.93,6.96,451.2,,0
1728,MQ-0140,Este,TL-120,tarde,89.0,16028.0,1,65.02,2.265,7.12,832.1,,0
3247,MQ-0101,Norte,BM 500,noche,37.0,6422.0,1,65.45,3.599,5.72,561.6,,0
861,MQ-0020,Sur,XR-350,tarde,35.0,4839.0,0,59.48,2.494,7.03,417.8,,0
4168,MQ-0108,Este,BM-500,tarde,34.0,3880.0,1,86.12,1.632,5.9,641.0,,0
2905,MQ-0067,Sur,xr350,mañana,24.0,7008.0,1,85.94,1.843,4.9,695.8,,0
1992,MQ-0127,Este,XR-200,tarde,47.0,6877.0,3,63.21,1.91,6.66,,,0
2807,MQ-0104,Norte,XR-200,mañana,38.0,4827.0,3,78.31,1.282,7.1,544.1,,0
1079,MQ-0033,Norte,XR-350,tarde,160.0,25254.0,4,61.3,3.396,5.38,909.6,,0
35,MQ-0128,Sur,tl120,mañana,25.0,3662.0,0,81.88,1.295,7.05,455.7,3905.7,1
2715,MQ-0048,Sur,XR-200,mañana,42.0,7646.0,4,71.02,11.365,5.1,606.5,1967.3,1
3407,MQ-0012,Sur,XR-200,noche,98.0,15428.0,5,66.14,3.586,5.53,809.8,6554.69,1
2054,MQ-0118,Sur,TL-120,mañana,12.0,50.0,1,67.98,2.583,6.49,392.0,,0
2346,MQ-0155,Sur,BM-500,tarde,43.0,6722.0,0,64.53,1.687,6.18,,,0
1966,MQ-0118,Norte,XR-350,noche,22.0,4209.0,1,84.7,2.006,6.56,535.6,,0
2272,MQ-0044,Norte,XR-200,mañana,10.0,47040.0,0,65.68,2.008,5.05,473.0,,0
3320,MQ-0003,Sur,XR-200,tarde,23.0,3293.0,3,81.22,2.328,5.99,556.0,,0
3964,MQ-0011,Sur,XR-200,tarde,31.0,2598.0,2,63.61,1.102,6.23,475.2,,0
263,MQ-0156,Este,tl90,mañana,71.0,12807.0,4,80.14,1.08,5.87,,,0
1376,MQ-0161,Sur,bm500,tarde,7.0,3431.0,0,86.8,0.998,-1.0,647.2,,0
3536,MQ-0101,Sur,XR-200,tarde,15.0,50.0,0,63.52,1.907,6.25,380.0,,0
3805,MQ-0062,Sur,XR-350,tarde,27.0,1846.0,1,85.3,1.827,5.93,,,0
1355,MQ-0113,Oeste,TL-120,noche,56.0,12133.0,3,80.56,,6.27,739.4,,0
796,MQ-0153,Norte,BM-500,noche,38.0,6999.0,4,80.1,,5.87,638.5,,0
950,MQ-0140,Sur,TL-90,mañana,29.0,534.0,3,87.61,2.19,5.19,543.7,,0
3653,MQ-0097,Norte,xr350,tarde,56.0,11239.0,1,75.32,1.24,5.17,783.7,,0
3656,MQ-0130,Este,XR-350,tarde,96.0,14904.0,3,87.84,2.039,4.8,879.7,3855.18,1
992,MQ-0058,Norte,XR-200,noche,97.0,13878.0,6,60.26,3.134,5.45,675.9,,0
2012,MQ-0091,Oeste,XR-350,tarde,32.0,3364.0,1,62.12,1.444,5.32,449.7,,0
3606,MQ-0161,Norte,XR-200,tarde,57.0,10575.0,2,84.08,1.041,6.76,790.8,,0
2069,MQ-0051,Oeste,XR-350,mañana,40.0,5644.0,1,87.8,2.302,6.32,637.1,,0
122,MQ-0021,Oeste,TL-90,tarde,40.0,5025.0,0,78.7,2.243,6.88,653.7,,0
1917,MQ-0007,Norte, TL-90 ,tarde,23.0,4181.0,0,65.12,3.884,5.8,505.1,,0
1421,MQ-0094,Oeste,XR-350,tarde,46.0,6415.0,1,62.39,2.779,5.9,392.5,,0
597,MQ-0174,Sur,xr200,noche,29.0,5158.0,2,87.76,1.376,6.06,701.0,,0
978,MQ-0055,Sur,XR-350,mañana,55.0,9641.0,0,66.66,1.275,6.23,615.3,,0
4150,MQ-0045,Sur,XR-350,tarde,18.0,82.0,2,,1.912,5.94,528.7,,0
